Chemical_Substance,HF298 (kJ/mol),Uncertainty (kJ/mol),Coefficient_1 (High-temperature; T in Kelvin),Coefficient_2 (High-temperature; T in Kelvin),Coefficient_3 (High-temperature; T in Kelvin),Coefficient_4 (High-temperature; T in Kelvin),Coefficient_5 (High-temperature; T in Kelvin),Coefficient_6 (High-temperature; T in Kelvin),Coefficient_7 (High-temperature; T in Kelvin),Coefficient_1 (Low-temperature; T in Kelvin),Coefficient_2 (Low-temperature; T in Kelvin),Coefficient_3 (Low-temperature; T in Kelvin),Coefficient_4 (Low-temperature; T in Kelvin),Coefficient_5 (Low-temperature; T in Kelvin),Coefficient_6 (Low-temperature; T in Kelvin),Coefficient_7 (Low-temperature; T in Kelvin),Reference_Code,References,References_for_Additional_Information
C6H4N4O2,383.6,NaN,2.18951683E+01,2.16718761E-02,-8.19157895E-06,1.36294486E-09,-8.31998956E-14,3.75490205E+04,-8.46634576E+01,2.14105578E+00,6.48319303E-02,-2.22920220E-05,-2.47066996E-08,1.66809458E-11,4.35878355E+04,2.01821296E+01,A,BURCAT PM3 MOPAC 2000 CALC.  (HF298(S)  FINCH  GARDNER  HEAD  XIAOPING THERMOCHIM. ACTA 298 (1997) 191-4.,REF=PM3 MOPAC 2000
C6H5,339.7,2. ,1.08444762E+01,1.73212473E-02,-6.29233249E-06,1.02369961E-09,-6.16216828E-14,3.55598475E+04,-3.53735134E+01,2.10306633E-01,2.04745507E-02,5.89743006E-05,-1.01534255E-07,4.47105660E-11,3.95468722E+04,2.52910455E+01,T,NIST WEBBOOK 2002 (JACOX) [] SCALED CALCULATED G3(MP2)/B3LYP VIB. SEE IUPAC RADICAL DATASHEETS  .  DAVICO ET AL JACS (1995) 117 P.2590.,No Additional Information Provided
BrC6H5,105.018,NaN,0.14996437E+02,0.14432860E-01,-0.34629621E-05,0.42896352E-09,-0.22127110E-13,0.60318879E+04,-0.54089098E+02,-0.27725929E+01,0.59329702E-01,-0.36394766E-04,0.10605809E-08,0.51502469E-11,0.11137385E+05,0.38720437E+02,T,NaN,No Additional Information Provided
BrC6H5O,-63.806,16.736 ,1.61693771E+01,1.91950646E-02,-6.95651049E-06,1.13037861E-09,-6.79985809E-14,-1.48213261E+04,-5.86952647E+01,-6.71675969E-01,5.44902837E-02,-9.39381158E-06,-3.62908524E-08,2.13363675E-11,-9.74101440E+03,3.06846921E+01,T,VIB  THERGAS,No Additional Information Provided
C6ClH5,51.84,NaN,0.14388354E+02,0.15909241E-01,-0.44684021E-05,0.61870168E-09,-0.33950580E-13,-0.15529718E+03,-0.52147823E+02,-0.35215940E+01,0.64559671E-01,-0.47928160E-04,0.11765905E-07,0.15381225E-11,0.48148068E+04,0.40540413E+02,T,NaN,No Additional Information Provided
C6ClH5O,-138.38,NaN,1.53214996E+01,1.87944129E-02,-6.75243790E-06,1.09107503E-09,-6.53851559E-14,-2.33861708E+04,-5.45126543E+01,-9.90706299E-01,5.84862054E-02,-2.88225011E-05,-1.14267446E-08,1.11429110E-11,-1.86753778E+04,3.08818436E+01,T,NIST WEBBOOK 2000 IR SPECTRA + [] JANOSCHEK  JANOSCHEK J. MOL. STRUCT. 2003,No Additional Information Provided
C6FH5,NaN,NaN,0.13603270E+02,0.17680782E-01,-0.56138646E-05,0.84146369E-09,-0.48322310E-13,-0.20280095E+05,-0.49526306E+02,-0.44173359E+01,0.66471817E-01,-0.49219304E-04,0.12039107E-07,0.15890440E-11,-0.15246744E+05,0.43825425E+02,T,NaN,No Additional Information Provided
C6H5I,148.114,NaN,1.33706566E+01,1.87659285E-02,-6.84320341E-06,1.11613300E-09,-6.73026482E-14,1.36758829E+04,-4.44311783E+01,1.88711965E+00,2.81975868E-02,3.97228339E-05,-7.87332375E-08,3.52679092E-11,1.78168785E+04,1.99622616E+01,A,IR (WEBBOOK 2005) [] B3LYP/6-311G  COX & PILCHER 1970,REF=NIST 94 ; REF=PM3
C6H5NO,200.832,NaN,0.15129273E+02,0.20169394E-01,-0.79009702E-05,0.14240839E-08,-0.96649392E-13,0.17118219E+05,-0.56899184E+02,0.20849489E+01,0.34489960E-01,0.27707248E-04,-0.65460444E-07,0.29821820E-10,0.21870293E+05,0.15898367E+02,T,CHOO  GOLDEN & BENSON  INT. J. CHEM KINET 7 (1975) 713. .,No Additional Information Provided
C6H5NO2,68.534,NaN,1.71572651E+01,2.10600071E-02,-7.92285643E-06,1.31641516E-09,-8.03337816E-14,4.22627769E+02,-6.59268666E+01,3.22564706E-01,4.78049433E-02,1.44052454E-05,-6.09010999E-08,2.98988437E-11,6.00070276E+03,2.56985144E+01,T,NIST 97 WEBBOOK & MELIUS DATABASE 1988 R5M  PEDLEY NAYLOR & KIRBY 1986 .,No Additional Information Provided
C6H5O,54.0,10 ,1.37221720E+01,1.74688771E-02,-6.35504520E-06,1.03492308E-09,-6.23410504E-14,2.87274751E+02,-4.88181680E+01,-4.66204455E-01,4.13443975E-02,1.32412991E-05,-5.72872769E-08,2.89763707E-11,4.77858391E+03,2.76990274E+01,T,IUPAC 2002 DATA  TSANG 1996  .,No Additional Information Provided
C6H5O2,165.645,NaN,1.61783950E+01,1.80959380E-02,-6.61459065E-06,1.08059157E-09,-6.52339007E-14,1.28261324E+04,-5.89741433E+01,1.99359550E-01,4.70697558E-02,8.34324919E-06,-5.63540961E-08,2.94168315E-11,1.77945712E+04,2.67267648E+01,T,C. MELIUS DATABASE AA3V,No Additional Information Provided
C6H6,82.88,NaN,1.10809576E+01,2.07176746E-02,-7.52145991E-06,1.22320984E-09,-7.36091279E-14,4.30641035E+03,-4.00413310E+01,5.04818632E-01,1.85020642E-02,7.38345881E-05,-1.18135741E-07,5.07210429E-11,8.55247913E+03,2.16412893E+01,g,SHIMANOUCHI AND PLIVA ET AL J. MOLEC. SPETROS 107 (1984) 209  TRC OCT 1986,REF=ATCT A
C6H6O,-96.4,NaN,1.41552427E+01,1.99350340E-02,-7.18219540E-06,1.16229002E-09,-6.97147483E-14,-1.81287441E+04,-5.17984911E+01,-2.90978575E-01,4.08562397E-02,2.42829425E-05,-7.14477617E-08,3.46002146E-11,-1.34129780E+04,2.68745637E+01,g,BURCAT ZELEZNIK & MCBRIDE NASA TM-83800 1985,No Additional Information Provided
C6H7,200.589,34.769040000000004 ,0.12801758E+02,0.21924749E-01,-0.79713001E-05,0.12972935E-08,-0.78100416E-13,0.17889539E+05,-0.45804341E+02,-0.10303140E+00,0.34393354E-01,0.39788466E-04,-0.85116612E-07,0.39012224E-10,0.22425515E+05,0.26022350E+02,T,C. MELIUS BAC/MP4 DATABASE .,No Additional Information Provided
C6H7N,87.03,NaN,0.13217261E+02,0.24501606E-01,-0.93690211E-05,0.16310315E-08,-0.10639893E-12,0.40229641E+04,-0.47212282E+02,-0.23879495E+01,0.62140204E-01,-0.35907649E-04,0.22025563E-08,0.38067823E-11,0.87295677E+04,0.35046606E+02,T,STULL  WESTRUM & SINKE EXTRAPOLATED TO 5000 K USING BOZZELLI & RITTERS PROGRAM,No Additional Information Provided
C6H8,102.0,NaN,0.16399698E+02,0.18988824E-01,-0.60996114E-05,0.95861755E-09,-0.59364731E-13,0.48834021E+04,-0.65341031E+02,-0.35829269E+01,0.78077845E-01,-0.73143499E-04,0.33645368E-07,-0.48086229E-11,0.10447644E+05,0.37418709E+02,T,NaN,No Additional Information Provided
C6H9,119.662,NaN,1.13323277E+01,2.81990701E-02,-1.01386508E-05,1.63781300E-09,-9.80945860E-14,9.61555288E+03,-3.85483471E+01,2.16099562E+00,1.36943982E-02,9.99484967E-05,-1.44517419E-07,5.96459936E-11,1.39334953E+04,1.80484569E+01,A,BURCAT G3B3 CALC.,REF=LUO CRC BDE BOOK 2006 EDITION ; REF=WEISSMAN & BENSON PROG ENERGY COMB. SCI 15;(1989);273
C6H9I,16.68,NaN,1.37186171E+01,2.88259443E-02,-1.03831858E-05,1.67941393E-09,-1.00674506E-13,1.28492265E+03,-4.68652571E+01,3.97475016E+00,1.42793424E-02,1.03555742E-04,-1.49989737E-07,6.19200179E-11,5.83559728E+03,1.30713396E+01,A,B3LYP/6-311G  BURCAT VERY ROUGH ESTIMATE,REF=PM3 ; REF=THERGAS-BENSON EST
C6H10,-4.6,NaN,1.17732584E+01,3.09483545E-02,-1.12347470E-05,1.82632297E-09,-1.09855802E-13,-7.20259047E+03,-4.26551390E+01,2.36636823E+00,1.06805227E-02,1.18223934E-04,-1.65681286E-07,6.76137946E-11,-2.48250573E+03,1.67688051E+01,g,NaN,No Additional Information Provided
C6H11,58.158,NaN,1.15464940E+01,3.22525680E-02,-1.17193892E-05,1.89817435E-09,-1.13683723E-13,2.75708577E+03,-3.24744443E+01,7.15573896E+00,1.34674499E-02,7.38540091E-05,-9.94466642E-08,3.88336296E-11,5.56268067E+03,-2.10097996E+00,A,BURCAT G3B3 V(3) BENSONS FORMULA,REF=NIST 94
C6H11I,-58.994,NaN,1.35564987E+01,3.43152462E-02,-1.23552838E-05,1.99766653E-09,-1.19717263E-13,-1.34081288E+04,-4.75544759E+01,4.95588995E+00,6.24026007E-03,1.36950270E-04,-1.85303576E-07,7.45515658E-11,-8.64749115E+03,9.04456000E+00,A,PEDLEY NAYLOR & KIRBY 1986,REF=NIST 94. ; REF=PM3
C6H12,-123.3,NaN,1.32145970E+01,3.58243434E-02,-1.32110852E-05,2.17202521E-09,-1.31730622E-13,-2.28092102E+04,-5.53518322E+01,4.04357527E+00,-6.19608335E-03,1.76622274E-04,-2.22968474E-07,8.63668578E-11,-1.69203544E+04,8.52527441E+00,g,DOROFEEVA GURVICH & JORISH JPCRD 15 (1986) 437,REF=ATCT A
C6H13,9.205,NaN,1.27183265E+01,3.50419951E-02,-1.26214954E-05,2.03554638E-09,-1.21626246E-13,-4.50680272E+03,-3.66810455E+01,7.00863829E+00,1.91966023E-02,7.32824258E-05,-1.04058649E-07,4.16237288E-11,-1.33458073E+03,5.81908346E-01,A,BURCAT G3B3 CALC.,REF=NIST 94
C6H14,-166.92,NaN,1.95158086E+01,2.67753942E-02,-7.49783741E-06,1.19510646E-09,-7.51957473E-14,-2.94362466E+04,-7.74895497E+01,9.87121167E+00,-9.36699002E-03,1.69887865E-04,-2.15019520E-07,8.45407091E-11,-2.37185495E+04,-1.24999353E+01,g,NaN,REF=ATCT A
C6N6O6,NaN,NaN,3.25028258E+01,1.96519737E-02,-7.62353333E-06,1.29360949E-09,-8.01216134E-14,-1.33442030E+04,-1.47193860E+02,-8.43434844E-01,1.03343605E-01,-6.42039528E-05,-7.99732470E-09,1.54458617E-11,-3.76608113E+03,2.69680087E+01,T,GONG  XIAO & DONG CHINEESE J. STRUCT. CHEM. 18 (1999) 124-130 NO GASEOUS HEAT OF FORMATION AVAILABLE HF298(SOLID)  ROUSE J. CHEM. ENG. DATA  21 (1976) 16-20. .,No Additional Information Provided
C7,NaN,NaN,1.26083266E+01,6.67144456E-03,-2.52621952E-06,4.22093703E-10,-2.58706421E-14,1.54955065E+05,-3.71489229E+01,3.38696683E+00,4.56108600E-02,-7.47844134E-05,6.56305567E-08,-2.26941954E-11,1.57024331E+05,7.67058229E+00,A,VAN-ORDEN SAYKALLY CHEM. REV. 98 (1998)  2313 .,No Additional Information Provided
C7F16,-3383.6,NaN,0.49255494E+02,0.15917852E-01,-0.66760164E-05,0.12359725E-08,-0.84204573E-13,-0.42550985E+06,-0.20796807E+03,-0.31954899E+01,0.18606616E+00,-0.21215520E-03,0.11047553E-06,-0.21600066E-10,-0.41264667E+06,0.55907556E+02,T,DOMALSKI & HEARING JCPRD 22 (1993) P. 1059 .,No Additional Information Provided
C7H4,676.134,NaN,1.29422979E+01,1.62480659E-02,-5.88121491E-06,9.54331104E-10,-5.73366914E-14,7.57321451E+04,-4.32325986E+01,-5.84080437E-01,5.22529624E-02,-3.19358974E-05,-3.67937454E-09,8.15253334E-12,7.94574218E+04,2.67188586E+01,T,PM3  NIST 94 EST,No Additional Information Provided
C7H5N,218.823,NaN,0.13986349E+02,0.21028565E-01,-0.74936815E-05,0.12924836E-08,-0.86479352E-13,0.19941209E+05,-0.50121316E+02,-0.30769054E+01,0.68729237E-01,-0.53234449E-04,0.16528583E-07,-0.21922909E-12,0.24618574E+05,0.37871666E+02,T,NaN,No Additional Information Provided
C7H5N3O6,24.1,NaN,3.18243437E+01,2.61420691E-02,-1.00880385E-05,1.69978925E-09,-1.04624131E-13,-1.04731295E+04,-1.37140750E+02,3.19573446E+00,8.62220253E-02,-2.31687328E-05,-4.31207526E-08,2.63452650E-11,-1.60910932E+03,1.54067756E+01,A,BURCAT B3LYP CALC  LENCHITZ ET AL J. CHEM. THERMODYN 3 (1971) 689,No Additional Information Provided
C7H6O,-36.8,NaN,0.13650737E+02,0.25680419E-01,-0.10466729E-04,0.19413430E-08,-0.13483792E-12,-0.11019744E+05,-0.47965796E+02,-0.31627334E+01,0.66369245E-01,-0.34816353E-04,-0.62999377E-08,0.85807101E-11,-0.61169349E+04,0.40231735E+02,L,AMBROSE  CONNETT  GREEN  HALES  HEAD  & MARTIN J. CHEM. THERMO. 7 (1975) 1143. .,No Additional Information Provided
C7H7,208.0,1.9 ,0.14723052E+02,0.23034244E-01,-0.84847359E-05,0.13916962E-08,-0.84247967E-13,0.17990189E+05,-0.55950989E+02,-0.12303836E+01,0.48986376E-01,0.13815518E-04,-0.62587233E-07,0.31595731E-10,0.23192877E+05,0.30555495E+02,IU,IUPAC DATA SHEET 2003,No Additional Information Provided
C7H8,50.17,NaN,1.29393610E+01,2.66922277E-02,-9.68422041E-06,1.57392386E-09,-9.46671699E-14,-6.76971149E+02,-4.67249759E+01,1.61200102E+00,2.11179855E-02,8.53239986E-05,-1.32568501E-07,5.59411406E-11,4.09654820E+03,2.02969771E+01,g,RUDOLPH ET AL Z. NATURFORSHUNG 22A (1967) 940  HITCHCOCK & LAPOSA J. MOLEC. SPECTR.54 (1975) 223,REF=ATCT A V(3)=3.176 CM-1 REF=MELIUS BAC/MP4 A72L 1987
C7H7O,-132.298,NaN,0.15932987E+02,0.27011160E-01,-0.99448722E-05,0.16296689E-08,-0.98513298E-13,-0.23592065E+05,-0.59732841E+02,0.42258267E+00,0.45551636E-01,0.32012513E-04,-0.81121959E-07,0.37665658E-10,-0.18202621E+05,0.26032903E+02,L,KUDCHADKER  KUDCHADKER  WILHOIT & ZWOLINSKI  JPCRD 7 (1978) 417. ISOMERS WERE COMBINED BY SETTING T0,No Additional Information Provided
C7H8O,-100.416,NaN,0.15281154E+02,0.27208501E-01,-0.98584660E-05,0.16012183E-08,-0.96278057E-13,-0.19700471E+05,-0.59418673E+02,0.20642021E+01,0.22775140E-01,0.95972053E-04,-0.15085110E-06,0.64175832E-10,-0.14285021E+05,0.18148312E+02,L,KAKAR & REINHART J. CHEM. PHYS 52 (1970)  3803 OULES.  STEIN ET AL.  NIST  DATABASE,No Additional Information Provided
C7H10,66.7,NaN,0.20552365E+02,0.21152399E-01,-0.61510211E-05,0.93381729E-09,-0.57913697E-13,-0.11383855E+04,-0.86816803E+02,-0.31141443E+01,0.88593226E-01,-0.79693884E-04,0.35311116E-07,-0.46666666E-11,0.56494240E+04,0.35689345E+02,T,NaN,No Additional Information Provided
C7H10N2O2,NaN,NaN,1.95545314E+01,3.73586527E-02,-1.35449227E-05,2.20085340E-09,-1.32367284E-13,-5.08865962E+04,-7.94221837E+01,4.25843639E+00,2.86043437E-02,1.14423034E-04,-1.73959555E-07,7.21104892E-11,-4.42778012E+04,1.16692503E+01,A,BURCAT B3LYP/6-31G(D) CALC  LING & C. LIFSHITZ J. MASS SPECT. 33 (1998) 25-34. .,No Additional Information Provided
C7H12,-53.723,4.184 ,0.12209671E+02,0.36813654E-01,-0.13348120E-04,0.21681847E-08,-0.13034960E-12,-0.13908324E+05,-0.48119383E+02,0.29299287E+01,-0.51738445E-02,0.19010706E-03,-0.25143626E-06,0.10128615E-09,-0.83354164E+04,0.15423398E+02,T,BOYD  SANWAL  SHARY-TEHRANY & MCNALLY J. PHYS. CHEM. 75  (1971)  1264  SHAW  CASTRO  DUTLER  RAUK  WIESER J.CHEM PHYS 89 (1988) 716  ROGERS  CHOI  GIRELLINI  HOLMES J. PHYS. CHEM. 84  (1980)  1810,No Additional Information Provided
C7H13,132.2,NaN,1.96156993E+01,2.79893895E-02,-8.63561102E-06,1.37238476E-09,-8.74339134E-14,6.68057660E+03,-7.22430700E+01,-7.36601903E+00,1.18305132E-01,-1.40059342E-04,9.69766801E-08,-2.75226297E-11,1.38982991E+04,6.44453158E+01,T,NaN,No Additional Information Provided
C7H14,-118.2,NaN,0.14662282E+02,0.41924851E-01,-0.15223369E-04,0.24749860E-08,-0.14888013E-12,-0.22745683E+05,-0.60364838E+02,0.31165462E+01,0.12618947E-01,0.15692523E-03,-0.21682238E-06,0.87851529E-10,-0.16705601E+05,0.13720905E+02,T,DOROFEEVA  GURVICH & JORISH (1986)  CALCULATED DATA DO NOT AGREE WELL WITH THE ORIGINAL DATA.,No Additional Information Provided
C7H15,-15.941,NaN,1.81240700E+01,3.84586055E-02,-1.45182003E-05,2.56761683E-09,-1.72327022E-13,-1.11163386E+04,-7.02350695E+01,2.09191664E+00,5.73477687E-02,1.54926142E-05,-5.34013030E-08,2.27869264E-11,-5.13199239E+03,1.95330456E+01,T,NaN,No Additional Information Provided
C7H15O,-142.256,NaN,2.09858953E+01,3.85709050E-02,-1.46086654E-05,2.59555359E-09,-1.75052645E-13,-2.75558714E+04,-9.67484012E+01,1.76386765E-01,7.26245771E-02,2.14651033E-07,-5.23551849E-08,2.64458952E-11,-2.03008094E+04,1.71949368E+01,T,NaN,No Additional Information Provided
C7H16,-209.869,NaN,1.89468643E+01,4.04407738E-02,-1.51815251E-05,2.67111667E-09,-1.78560754E-13,-3.48922658E+04,-7.70247830E+01,1.55493237E+00,5.93804185E-02,3.04203450E-05,-8.22181963E-08,3.74203901E-11,-2.84682415E+04,2.02705469E+01,T,NaN,No Additional Information Provided
C7H16O,-359.657,NaN,2.15383565E+01,3.99202307E-02,-1.50184640E-05,2.65913985E-09,-1.78970510E-13,-5.39238700E+04,-8.57361104E+01,1.09102491E+00,7.20016043E-02,3.94354014E-06,-5.62818094E-08,2.79018977E-11,-4.67188295E+04,2.65734430E+01,T,NaN,No Additional Information Provided
C8H,1162.06,NaN,0.17422244E+02,0.66413688E-02,-0.22557166E-05,0.36657347E-09,-0.23188722E-13,0.13376514E+06,-0.59275082E+02,0.34566807E+01,0.65220393E-01,-0.98141367E-04,0.72046762E-07,-0.20447036E-10,0.13656779E+06,0.77719815E+01,T,NaN,No Additional Information Provided
C8H2,934.287,NaN,0.17007524E+02,0.93656848E-02,-0.30485718E-05,0.47653534E-09,-0.29169032E-13,0.10628021E+06,-0.59224564E+02,0.12470437E+01,0.78392526E-01,-0.12416148E-03,0.98381697E-07,-0.30063943E-10,0.10942891E+06,0.16048227E+02,T,KIEFER  SIDHU  KERN  XIE  CHEN  & HARDING 1992.,No Additional Information Provided
C8H6,328.151,NaN,0.15638086E+02,0.22068432E-01,-0.80253111E-05,0.13065013E-08,-0.78679279E-13,0.32272867E+05,-0.59610868E+02,-0.87234720E+00,0.51839614E-01,0.66079738E-05,-0.55950961E-07,0.29284749E-10,0.37461628E+05,0.29096304E+02,T,C. MELIUS DATABASE BAC/MP26,No Additional Information Provided
C8H6O,13.598,0.8368000000000001 ,1.61267559E+01,2.42942790E-02,-8.82919089E-06,1.43722155E-09,-8.65592465E-14,-5.74867958E+03,-6.40564836E+01,-7.85221476E-01,3.96432449E-02,5.69751746E-05,-1.14831806E-07,5.19411145E-11,2.15748538E+02,3.02655928E+01,T,ZHU & BOZZELLI JPCRD 32 (2003) 1713,REF=NIST 2002; STEELE & CHIRICO 1990 REPORT NIPEP-457
C8H6O2,-71.2,6. ,1.83621284E+01,2.50459070E-02,-9.11651752E-06,1.48553005E-09,-8.95329256E-14,-1.71240005E+04,-7.46170206E+01,-7.84950560E-01,5.20348763E-02,3.21241586E-05,-9.12264124E-08,4.35398430E-11,-1.07661879E+04,3.00336443E+01,T,ZHU & BOZZELLI JPCRD 32 (2003) 1713-1735 .,No Additional Information Provided
C8H6S,166.272,NaN,0.22676902E+02,0.21225910E-01,-0.92726789E-05,0.17966329E-08,-0.12813338E-12,0.89624565E+04,-0.10207224E+03,0.21269350E+02,-0.94299806E-01,0.35966814E-03,-0.39367785E-06,0.14307548E-09,0.15380490E+05,-0.65269994E+02,T,CHIRICO  KNIPMEYER NEGUYEN & STEELE J. CHEM. THERMODYNAMICS 23 (1991)  759  PEDLEY  NAYLOR & KIRBY 1986,No Additional Information Provided
C8H7,389.112,NaN,1.80458471E+01,2.21498794E-02,-8.05082743E-06,1.30961070E-09,-7.88615885E-14,3.87090843E+04,-7.17917960E+01,-8.85283632E-01,5.61565120E-02,1.16600084E-05,-6.99146159E-08,3.63590274E-11,4.45850990E+04,2.97497087E+01,T,MELIUS AVERAGE OF DATA CIS AND TRANS EQUIV OF 50-50  NIST 94,No Additional Information Provided
C8H7N,156.5,1.25 ,0.17162122E+02,0.26048457E-01,-0.94598392E-05,0.15390002E-08,-0.92648224E-13,0.10577803E+05,-0.69871764E+02,-0.14144508E+01,0.48636966E-01,0.43663151E-04,-0.10447498E-06,0.48786402E-10,0.16880142E+05,0.32418878E+02,T,DAS  FRENKEL  GADALLA  KUDCHADKER  MARSH RODGERS & WILHOIT JPCRD 22 (1993)  658,No Additional Information Provided
C8H8,147.9,1.5 ,1.39192973E+01,2.94553961E-02,-1.02697803E-05,1.31095793E-09,-6.16742309E-14,1.09344570E+04,-4.97233295E+01,1.18176309E+00,3.34877555E-02,6.92369418E-05,-1.24490988E-07,5.49387246E-11,1.56039775E+04,2.26626016E+01,P,NaN,REF=PEDLEY NAYLOR & KIRBY
C8H9,237.714,NaN,1.61326962E+01,2.82904273E-02,-1.01801876E-05,1.64176637E-09,-9.81375329E-14,2.08791061E+04,-6.00115413E+01,7.33299107E-01,4.59053158E-02,3.78257231E-05,-9.12367411E-08,4.25589678E-11,2.61572945E+04,2.50411074E+01,A,BURCAT G3B3 CALC,REF=C. MELIUS DATABASE BAC/MP26 #175 AA1B
C8H10,7.222,NaN,1.56901336E+01,3.23663075E-02,-1.16864578E-05,1.88989562E-09,-1.13201791E-13,-4.38669907E+03,-6.04442403E+01,1.24076722E+00,3.59132829E-02,7.54222474E-05,-1.31904301E-07,5.74746803E-11,1.18391719E+03,2.24682133E+01,A,BURCAT G3B3  PROSEN GILLEMONT ROSSINI J. RES NBS 34  (1945) 65,REF=BURCAT G3B3 ; REF=NIST 94 ; 6
C8H14,-147.1,0.85 ,1.40064576E+01,4.47140230E-02,-1.61213297E-05,2.60903788E-09,-1.56460968E-13,-2.05566449E+04,-5.89457140E+01,3.73260509E+00,-3.32416293E-03,2.11532465E-04,-2.78026304E-07,1.11137125E-10,-1.42481792E+04,1.19565514E+01,T,B3LYP/6-31G(D)  WONG & WESTRUM JACS 93 (1971)  5317-5321. .,No Additional Information Provided
C8H15,109.1,NaN,1.86031870E+01,4.07347321E-02,-1.52146579E-05,2.66612666E-09,-1.77710586E-13,3.77573497E+03,-6.42994408E+01,3.96580128E+00,5.00731521E-02,4.58633610E-05,-9.55246040E-08,4.20968508E-11,9.47734142E+03,1.90962113E+01,T,NaN,No Additional Information Provided
C8H16,-124.4,1. ,1.62542931E+01,4.84250119E-02,-1.75498690E-05,2.85644879E-09,-1.72185344E-13,-2.46997499E+04,-6.86502145E+01,6.82277998E+00,-1.12425965E-02,2.39077016E-04,-3.05326267E-07,1.20482767E-10,-1.80620391E+04,4.18369785E-01,T,DOROFEEVA GURVICH JORISH JPCRD 15 (1986) 437 ORIGINAL DATA EXTRAPOLATED 1600-6000 K USING WILHOITS POLYNOMIALS    .,No Additional Information Provided
C8H17,-16.32,NaN,1.86450501E+01,4.61979656E-02,-1.68984763E-05,2.76916444E-09,-1.67267916E-13,-1.13918705E+04,-6.50893485E+01,1.18083058E+01,-8.50351988E-04,1.87698558E-04,-2.45691825E-07,9.75817486E-11,-6.66453488E+03,-1.47299161E+01,P,NaN,No Additional Information Provided
C8H18,-224.01,NaN,1.76160941E+01,5.13323108E-02,-1.65307266E-05,2.43232275E-09,-1.35572757E-13,-3.63461118E+04,-6.86446285E+01,8.15741071E-01,7.32647307E-02,1.78301503E-05,-6.93592790E-08,3.21630852E-11,-3.04774255E+04,2.41511097E+01,P,NaN,REF=ATCT A
BC8H20P,53.0,5 ,2.44253155E+01,5.09078905E-02,-1.79998968E-05,2.87408342E-09,-1.70711773E-13,1.56186130E+03,-1.01161029E+02,6.60546263E+00,6.31142954E-02,6.45009397E-05,-1.35534500E-07,6.13504836E-11,8.07613982E+03,-7.66773249E-01,T,WEBBOOK 2003,No Additional Information Provided
C9H4,913.786,NaN,1.64605249E+01,1.85278175E-02,-6.71826859E-06,1.09151934E-09,-6.56382337E-14,1.02991510E+05,-6.20998849E+01,-1.53821821E+00,7.49142471E-02,-7.09672930E-05,2.98881245E-08,-3.00090544E-12,1.07601282E+05,2.91040591E+01,T,PM3  NIST 94 EST,No Additional Information Provided
C9H7,68.26,NaN,0.18554959E+02,0.25035076E-01,-0.91457509E-05,0.14934838E-08,-0.90133030E-13,0.25721156E+05,-0.76300347E+02,-0.26698729E+01,0.62177216E-01,0.15067018E-04,-0.79645699E-07,0.40918972E-10,0.32386969E+05,0.37861193E+02,T,C. MELIUS DATABASE BAC/MP26,No Additional Information Provided
C9H7N,200.52,1.36 ,1.85755750E+01,2.79425650E-02,-1.02522932E-05,1.67898241E-09,-1.01528223E-13,1.51294620E+04,-7.75919222E+01,-1.13617529E+00,4.84964316E-02,5.58565955E-05,-1.20326645E-07,5.49530942E-11,2.20184652E+04,3.18686011E+01,T,DAS ET AL JPCRD 22 (1993) 659,No Additional Information Provided
C9H8,164.138,NaN,0.17318671E+02,0.28982768E-01,-0.10605059E-04,0.17334553E-08,-0.10467919E-12,0.11151429E+05,-0.71555323E+02,-0.68190289E+00,0.41658733E-01,0.70741234E-04,-0.13430875E-06,0.59915845E-10,0.17705036E+05,0.29781396E+02,T,C. MELIUS DATABASE BAC/MP26,No Additional Information Provided
C9H10,112.968,NaN,0.18890862E+02,0.31553549E-01,-0.12056696E-04,0.21436164E-08,-0.14430356E-12,0.43332577E+04,-0.75568080E+02,0.58431766E+01,0.17489030E-01,0.12112118E-03,-0.17951022E-06,0.75443868E-10,0.10316404E+05,0.36919595E+01,T,NaN,No Additional Information Provided
C9H12,-16.067,NaN,1.67073078E+01,3.98877329E-02,-1.54373742E-05,2.77050130E-09,-1.87953017E-13,-1.09906566E+04,-6.54478472E+01,3.70645582E+00,3.04050008E-02,9.36818016E-05,-1.42836230E-07,5.85223220E-11,-4.96186950E+03,1.31400088E+01,T,STULL WESTROOM & SINKE 1969.,No Additional Information Provided
C9H17,88.4,NaN,2.10867922E+01,4.61782938E-02,-1.72507130E-05,3.02355150E-09,-2.01567606E-13,3.27938951E+01,-7.58751351E+01,4.36832491E+00,5.77776115E-02,4.89429265E-05,-1.04595584E-07,4.61873643E-11,6.51405343E+03,1.91916207E+01,T,NaN,No Additional Information Provided
C9H18,NaN,NaN,2.18154890E+01,4.80370115E-02,-1.79392300E-05,3.14265715E-09,-2.09387787E-13,-6.30911726E+04,-8.29167013E+01,2.62429422E+00,7.18302704E-02,1.92494510E-05,-7.29310566E-08,3.39150762E-11,-5.59992986E+04,2.40905648E+01,T,NaN,No Additional Information Provided
